Id,OppPerceel,OppBG,Opp1e,Opp2e,OppKelder,OppGarage,OppOprit,OppTerras,OppBaksteen,Slaapkamers,OpenHaard,Bouwjaar,Verbouwjaar,VerkoopJaar,VerkoopMaand,Kwaliteit,Conditie,VerkoopOmst,VerkoopPrijs
273,11764,2270,1164,1106,1152,671,92,132,348,4,1,1999,2007,2010,4,8,7,Normaal,290000
274,9600,1632,1632,0,1240,338,80,289,183,3,1,1958,1988,2009,4,6,6,Normaal,139000
275,8314,816,816,0,816,264,76,168,0,2,0,1982,1982,2007,6,5,7,Normaal,124500
276,7264,1548,952,596,952,672,55,74,0,3,0,1925,2007,2009,10,7,7,Normaal,205000
277,9196,1560,1560,0,1560,573,129,100,0,3,0,2003,2003,2010,4,7,5,Normaal,201000
278,19138,864,864,0,864,400,140,0,0,2,0,1951,1951,2010,6,4,5,Normaal,141000
279,14450,2121,2121,0,2121,732,107,124,315,3,1,2006,2007,2007,5,9,5,NietAf,415298
280,10005,2022,1156,866,1160,505,83,288,299,4,1,1977,1977,2008,3,7,5,Normaal,192000
281,11287,1982,1175,807,807,575,82,0,340,3,1,1989,1989,2007,1,7,6,Normaal,228500
282,7200,1262,1262,0,1262,572,60,0,68,2,0,2006,2006,2006,5,6,5,NietAf,185000
283,5063,1314,1314,0,1314,626,34,172,166,2,1,2007,2008,2009,4,7,5,Normaal,207500
284,9612,1468,1468,0,1468,898,74,210,72,3,1,2008,2009,2009,12,8,5,NietAf,244600
285,8012,1575,1575,0,1575,529,50,0,0,2,0,1992,1992,2007,7,6,5,Normaal,179200
286,4251,1250,625,625,625,528,35,0,0,2,0,2006,2007,2007,6,7,5,NietAf,164700
287,9786,1734,1085,649,912,440,77,0,0,3,1,1962,1981,2006,6,6,7,Normaal,159000
288,8125,858,858,0,858,0,NA,0,0,3,0,1971,1971,2006,6,4,4,Normaal,88000
289,9819,900,900,0,882,280,NA,0,31,3,0,1967,1967,2010,2,5,5,Normaal,122000
290,8730,1396,698,698,698,384,60,0,0,3,0,1915,2003,2007,7,6,7,Normaal,153575
291,15611,1919,1079,840,1079,685,120,0,0,3,1,2006,2006,2006,7,8,5,NietAf,233230
292,5687,1716,936,780,780,0,55,0,0,6,0,1912,2000,2008,3,5,6,Normaal,135900
293,11409,1716,1148,568,768,281,60,0,0,3,1,1949,2008,2009,1,5,4,Normaal,131000
294,16659,2263,1468,795,795,539,NA,0,34,3,1,1977,1994,2006,3,7,7,Normaal,235000
295,9600,1644,1644,0,1416,418,80,110,238,3,2,1953,1953,2009,10,6,5,Normaal,167000
296,7937,1003,1003,0,1003,588,37,120,0,3,0,1984,1984,2006,3,6,6,Normaal,142500
297,13710,1558,910,648,910,282,75,289,0,4,0,1950,1950,2007,6,5,5,Normaal,152000
298,7399,1950,975,975,975,576,66,0,1600,3,1,1997,1998,2007,6,7,5,Normaal,239000
299,11700,1743,1041,702,702,539,90,224,365,3,1,1968,1968,2007,6,6,6,Normaal,175000
300,14000,1152,1152,0,1092,300,80,0,0,3,1,1950,2004,2009,8,6,8,Familie,158500
301,15750,1336,1336,0,1165,375,90,0,56,2,2,1953,1953,2006,6,5,5,Normaal,157000
302,16226,2452,1210,1242,1028,683,66,208,0,4,1,1998,1999,2007,5,8,5,Normaal,267000
303,13704,1541,1541,0,1541,843,118,468,150,3,1,2001,2002,2006,1,7,5,Normaal,205000
304,9800,894,894,0,894,552,70,256,0,3,0,1972,1972,2006,7,5,7,Abnormaal,149900
305,18386,3493,1675,1818,1470,870,87,302,0,3,1,1880,2002,2008,5,7,9,Normaal,295000
306,10386,2000,2000,0,2000,888,80,168,246,3,0,2004,2005,2007,7,8,5,Normaal,305900
307,13474,2243,1122,1121,700,746,116,127,246,4,1,1990,1991,2007,6,7,5,Normaal,225000
308,7920,1406,1035,371,319,0,NA,0,0,3,0,1920,1950,2008,3,6,7,Normaal,89500
309,12342,861,861,0,861,539,NA,158,0,1,0,1940,1950,2009,3,4,5,Normaal,82500
310,12378,1944,1944,0,1896,708,90,208,0,3,3,2003,2004,2006,11,9,5,Normaal,360000
311,7685,1501,697,804,697,420,NA,190,112,3,1,1993,1994,2006,5,6,5,Normaal,165600
312,8000,972,972,0,972,240,50,0,0,2,1,1948,2002,2009,5,6,6,Normaal,132000
313,7800,1118,793,325,793,410,65,0,0,3,1,1939,1950,2006,5,5,7,Normaal,119900
314,215245,2036,2036,0,2136,513,150,0,0,3,2,1965,1965,2009,6,7,5,Normaal,375000
315,9600,1641,832,809,728,546,60,0,0,3,1,1925,1990,2006,8,7,7,Normaal,178000
316,7795,1432,716,716,716,432,71,100,0,3,1,2004,2005,2009,7,7,5,Normaal,188500
317,13005,2353,1153,1200,845,484,94,288,278,4,1,1980,1980,2009,8,7,7,Normaal,260000
318,9000,1959,1088,871,1088,1025,75,208,0,3,1,2006,2006,2007,12,8,5,Normaal,270000
319,9900,2646,1372,1274,1347,656,90,340,256,4,1,1993,1993,2009,4,7,5,Normaal,260000
320,14115,1472,1472,0,1372,588,NA,233,225,3,2,1980,1980,2009,6,7,5,Normaal,187500
321,16259,2596,1249,1347,1249,840,111,240,370,4,0,2006,2006,2006,9,9,5,NietAf,342643
322,12099,2468,1136,1332,1136,872,99,184,388,4,1,2004,2004,2007,6,8,5,Normaal,354000
323,10380,2730,1553,1177,1502,576,86,201,172,4,1,1986,1987,2007,8,7,5,Normaal,301000
324,5820,1163,1163,0,1162,220,49,142,0,3,0,1955,2005,2006,7,3,8,Normaal,126175
325,11275,2978,1898,1080,710,564,96,240,300,5,1,1967,2007,2010,6,7,7,Normaal,242000
326,5000,803,803,0,720,360,50,0,0,2,0,1941,1950,2007,12,5,6,Normaal,87000
327,10846,1719,1719,0,1719,473,32,122,0,1,2,1993,1993,2008,5,8,5,Normaal,324000
328,11600,1383,1383,0,1383,292,80,0,175,3,0,1960,1960,2006,4,6,5,Normaal,145250
329,11888,2134,1445,689,844,441,NA,0,0,5,0,1916,1994,2009,7,6,6,Normaal,214500
330,6402,1192,596,596,596,189,60,0,0,3,0,1920,1950,2009,7,5,5,Normaal,78000
331,10624,1728,1728,0,1728,352,NA,155,84,6,0,1964,1964,2007,11,5,4,Normaal,119000
332,8176,1056,1056,0,1056,308,70,0,0,3,0,1958,1992,2007,8,5,6,Normaal,139000
333,10655,1629,1629,0,3206,880,85,0,296,3,1,2003,2004,2009,10,8,5,Normaal,284000
334,8198,1358,1358,0,1358,484,59,192,146,2,1,2004,2004,2008,7,7,5,Normaal,207000
335,9042,1638,943,695,943,472,59,100,0,3,2,1998,1998,2008,7,6,5,Normaal,192000
336,164660,1786,1619,167,1499,529,NA,670,0,3,2,1965,1965,2008,8,5,6,Normaal,228950
337,14157,1922,1922,0,1922,676,86,178,200,3,1,2005,2006,2007,7,9,5,Normaal,377426
338,9135,1536,1536,0,1536,532,70,192,113,3,0,2002,2003,2008,12,7,5,Normaal,214000
339,14145,1621,1621,0,1208,440,91,108,0,3,0,1984,1998,2006,5,7,7,Normaal,202500
340,12400,1215,1215,0,1215,297,66,0,176,3,0,1958,1998,2009,6,6,7,Normaal,155000
341,14191,1908,993,915,967,431,85,135,0,4,0,2002,2002,2010,4,8,5,Normaal,202900
342,8400,841,841,0,721,294,60,250,0,2,0,1950,1950,2009,9,4,4,Normaal,82000
343,8544,1040,1040,0,0,400,NA,0,340,2,0,1949,1950,2006,5,3,4,Normaal,87500
344,8849,1684,1684,0,1684,564,63,495,616,2,1,2005,2005,2008,7,9,5,Normaal,266000
345,2592,1112,536,576,536,336,36,182,0,3,0,1976,1976,2010,4,5,3,Normaal,85000
346,6435,1577,972,605,972,312,65,0,0,3,1,1939,1950,2006,10,6,5,Normaal,140200
347,12772,958,958,0,958,301,NA,0,0,2,0,1960,1998,2007,4,6,8,Normaal,151500
348,17600,1478,1478,0,1478,498,NA,0,30,3,2,1960,1960,2009,12,6,5,Normaal,157500
349,2448,1626,764,862,764,474,36,0,106,2,0,2003,2004,2008,10,7,5,Normaal,154000
350,20431,2728,1848,880,1848,706,56,0,870,4,2,2005,2006,2006,4,9,5,NietAf,437154
351,7820,1869,1869,0,1869,617,68,210,362,2,1,2007,2007,2007,12,9,5,NietAf,318061
352,5271,1453,1453,0,1453,445,NA,0,0,2,1,1986,1986,2006,12,7,5,Abnormaal,190000
353,9084,1111,616,495,616,200,60,48,0,3,0,1941,1950,2008,3,5,6,Normaal,95000
354,8520,720,720,0,624,484,60,106,0,2,0,1928,2003,2010,5,6,8,Normaal,105900
355,8400,1595,1192,403,940,240,60,0,0,2,2,1940,2000,2006,6,6,5,Normaal,140000
356,11249,1200,1200,0,1200,521,105,0,0,3,0,1995,1995,2007,8,6,5,Normaal,177500
357,9248,1167,1167,0,1158,400,NA,120,106,3,0,1992,1992,2009,7,6,6,Normaal,173000
358,4224,1142,1142,0,1142,528,44,536,0,3,1,1976,1976,2007,8,5,5,Normaal,134000
359,6930,1352,1352,0,1062,288,92,168,120,3,0,1958,1958,2006,7,5,4,Abnormaal,130000
360,12011,1924,1086,838,1086,592,78,208,530,3,1,1998,1998,2006,6,8,5,Normaal,280000
361,7540,912,912,0,888,470,NA,0,0,2,1,1978,1978,2007,6,6,6,Normaal,156000
362,9144,1505,988,517,883,240,NA,0,0,3,0,1940,1982,2008,7,5,5,Normaal,145000
363,7301,1922,495,1427,0,672,64,0,500,4,1,2003,2003,2009,7,7,5,Normaal,198500
364,1680,987,483,504,483,264,21,250,510,2,0,1972,2007,2009,5,6,8,Normaal,118000
365,18800,1574,790,784,796,566,NA,306,120,3,1,1976,1976,2006,7,6,5,Normaal,190000
366,10690,1344,672,672,672,468,59,0,0,3,0,1920,1997,2009,7,5,7,Normaal,147000
367,9500,1394,1394,0,1394,514,NA,0,247,3,2,1963,1963,2009,7,6,5,Normaal,159000
368,9150,1431,1431,0,1099,296,101,64,305,3,1,1962,1962,2008,12,6,5,Normaal,165000
369,7800,1268,1268,0,1268,244,78,0,200,2,1,1954,1954,2010,3,5,6,Normaal,132000
370,9830,1287,1287,0,1063,576,NA,364,0,3,1,1959,2006,2010,3,5,7,Normaal,162000
371,8121,1664,953,711,953,460,NA,100,0,3,1,2000,2000,2006,1,6,5,Normaal,172400
372,17120,1588,1120,468,0,680,80,0,0,4,1,1959,1959,2008,7,4,4,Normaal,134432
373,7175,752,752,0,744,264,50,353,0,2,0,1984,1984,2010,2,6,5,Normaal,125000
374,10634,1319,1319,0,608,270,79,66,0,3,0,1953,1953,2009,11,5,6,Normaal,123000
375,8200,1928,847,1081,847,434,65,100,0,4,1,2003,2004,2007,7,7,5,Normaal,219500
376,10020,904,904,0,683,0,NA,0,0,1,0,1922,1950,2009,3,1,1,Normaal,61000
377,8846,914,914,0,870,576,57,0,0,2,0,1996,1996,2006,7,5,5,Normaal,148000
378,11143,2466,1580,886,1580,610,102,159,0,4,1,2004,2005,2007,12,8,5,Normaal,340000
379,11394,1856,1856,0,1856,834,88,113,350,1,1,2010,2010,2010,6,9,2,NietAf,394432
380,8123,1800,1007,793,982,463,60,100,16,3,1,2000,2000,2009,6,6,5,Normaal,179000
381,5000,1691,1026,665,1026,308,50,0,0,3,1,1924,1950,2010,5,5,6,Normaal,127000
382,7200,1301,1301,0,1293,572,60,216,0,2,1,2006,2006,2006,8,7,5,NietAf,187750
383,9245,1797,939,858,939,639,79,144,0,3,0,2006,2006,2007,4,7,5,Normaal,213500
384,9000,784,784,0,784,360,60,0,0,2,0,1928,1950,2009,10,6,3,Normaal,76000
385,53107,1953,1079,874,1580,501,NA,216,0,3,2,1992,1992,2007,6,6,5,Normaal,240000
386,3182,1269,1269,0,1256,430,43,146,16,2,1,2004,2005,2010,4,8,5,Normaal,192000
387,8410,1184,658,526,658,0,58,0,0,5,0,1910,1996,2006,5,5,3,AanlLand,81000
388,7200,1125,1125,0,1041,352,72,296,255,3,1,1976,1976,2009,10,6,6,Abnormaal,125000
389,9382,1479,1479,0,1468,577,93,120,125,3,0,1999,2000,2008,7,7,5,Normaal,191000
390,12474,2332,1742,590,1682,846,96,196,272,3,1,2007,2008,2008,8,10,5,NietAf,426000
391,8405,1367,961,406,861,384,50,0,0,4,0,1900,1950,2008,4,5,8,Normaal,119000
392,12209,1961,804,1157,804,560,71,125,0,3,1,2001,2002,2009,6,6,5,Normaal,215000
393,8339,882,882,0,0,294,NA,0,0,3,0,1959,1959,2007,7,5,7,Normaal,106500
394,7446,788,788,0,788,0,NA,0,0,2,2,1941,1950,2006,4,4,5,Abnormaal,100000
395,10134,1034,735,299,735,240,60,0,0,2,0,1940,1950,2007,7,5,6,Normaal,109000
396,9571,1144,1144,0,1144,596,68,44,0,3,0,1956,1956,2010,6,5,6,Normaal,129000
397,7200,894,894,0,894,600,60,215,0,2,0,1972,1972,2009,9,5,5,Normaal,123000
398,7590,1812,876,936,864,264,69,0,288,4,1,1962,1962,2007,7,5,5,Normaal,169500
399,8967,1077,1077,0,961,338,60,0,0,2,0,1920,1950,2007,11,5,2,Abnormaal,67000
400,8125,1550,1112,438,1092,438,65,0,100,2,0,2006,2007,2009,10,7,5,Normaal,241000
401,14963,1288,1288,0,1260,500,38,120,0,1,2,1996,1996,2008,12,8,5,Normaal,245500
402,8767,1310,1310,0,1310,400,65,0,0,3,1,2005,2005,2006,7,7,5,NietAf,164990
403,10200,672,672,0,672,240,60,168,0,2,0,1940,1997,2008,8,5,8,Normaal,108000
404,12090,2263,1165,1098,1141,420,93,144,650,4,1,1998,1998,2006,7,8,5,Abnormaal,258000
405,10364,1572,806,766,806,373,NA,0,0,3,1,1995,1996,2007,5,6,5,Normaal,168000
406,9991,1620,1620,0,1281,490,NA,120,0,3,1,1976,1993,2009,6,4,4,Normaal,150000
407,10480,1639,1166,0,1064,240,51,0,0,3,0,1936,1950,2008,3,6,5,Normaal,115000
408,15576,1680,840,840,840,308,63,0,0,4,0,1915,1976,2008,3,6,7,Normaal,177000
409,14154,2172,1071,1101,1063,947,109,192,350,3,1,2006,2006,2007,8,7,5,NietAf,280000
410,10800,2078,1050,1028,1034,836,85,0,100,3,1,2007,2008,2008,4,8,5,NietAf,339750
411,9571,1276,1276,0,1276,350,68,0,0,3,0,1958,1958,2009,6,5,3,Abnormaal,60000
412,34650,1056,1056,0,1056,572,100,264,0,3,0,1955,1955,2006,1,5,5,Normaal,145000
413,4403,1478,1478,0,1470,484,NA,0,432,2,1,2009,2009,2010,6,7,5,NietAf,222000
414,8960,1028,1028,0,1008,360,56,0,0,2,1,1927,1950,2010,3,5,6,Normaal,115000
415,11228,2097,1080,1017,1080,678,59,196,0,3,1,1993,1993,2008,12,7,5,Normaal,228000
416,8899,1340,1340,0,1340,396,73,100,0,3,0,2007,2007,2007,8,7,5,NietAf,181134
417,7844,1400,672,728,672,440,74,0,203,3,1,1978,1978,2006,3,6,7,Normaal,149500
418,22420,2624,1370,1254,1370,864,86,0,0,4,1,1918,1950,2007,11,6,6,Normaal,239000
419,8160,1134,756,378,756,240,60,0,0,3,0,1940,1950,2007,4,5,6,AanlLand,126000
420,8450,1056,1056,0,1056,304,65,0,0,3,1,1968,1968,2010,7,5,6,Normaal,142000
421,7060,1344,1344,0,1344,784,78,0,200,2,0,1997,1998,2008,11,7,5,Allocatie,206300
422,16635,1602,1602,0,1602,529,NA,240,126,3,1,1977,2000,2009,6,6,7,Normaal,215000
423,21750,988,988,0,988,520,100,0,0,2,0,1954,1954,2008,2,5,5,Normaal,113000
424,9200,2630,1470,1160,1470,696,80,0,473,4,1,1998,1998,2008,6,8,5,Normaal,315000
425,9000,1196,1196,0,1196,297,72,0,74,2,1,1956,1956,2008,5,6,5,Normaal,139000
426,3378,1389,707,682,651,240,60,0,0,3,2,1946,1992,2009,9,7,8,Normaal,135000
427,12800,1644,1644,0,1518,569,NA,80,145,2,1,1989,1989,2009,8,7,5,Normaal,275000
428,8593,907,907,0,907,352,77,0,0,3,0,1957,1957,2008,7,4,6,Normaal,109008
429,6762,1208,1208,0,1208,628,64,105,108,2,0,2007,2007,2007,9,7,5,NietAf,195400
430,11457,1412,1412,0,1392,576,130,0,0,3,1,1988,1988,2009,3,6,5,Normaal,175000
431,1680,987,483,504,483,264,21,0,232,2,0,1971,1971,2008,7,6,5,Abnormaal,85400
432,5586,1198,1088,110,901,0,60,0,0,4,0,1920,1998,2008,9,6,7,Abnormaal,79900
433,1920,1365,765,600,765,440,24,240,376,2,0,1971,1971,2007,8,5,5,Normaal,122500
434,10839,1604,926,678,926,470,100,0,0,3,1,1997,1998,2008,7,6,5,Normaal,181000
435,1890,630,630,0,630,0,21,88,0,1,0,1972,1972,2008,6,4,7,Normaal,81000
436,10667,1661,827,834,799,550,43,158,0,3,1,1996,1996,2009,4,7,6,Normaal,212000
437,4400,1118,734,384,648,440,40,0,0,2,0,1920,1950,2006,10,6,8,Normaal,116000
438,6000,904,904,0,884,180,50,0,0,2,0,1926,2004,2009,1,6,7,Normaal,119000
439,4280,694,694,0,440,352,40,0,0,2,1,1913,2002,2007,3,5,6,Normaal,90350
440,12354,1196,684,512,684,528,67,0,0,3,0,1920,2000,2009,8,6,8,Normaal,110000
441,15431,2402,2402,0,3094,672,105,0,200,2,2,2008,2008,2009,4,10,5,Normaal,555000
442,12108,1440,1440,0,1440,0,92,0,270,4,0,1955,1955,2008,9,4,4,Normaal,118000
443,6240,1573,1128,445,1078,360,52,0,0,3,1,1930,1992,2008,6,5,7,Normaal,162900
444,3922,1258,1258,0,1258,648,53,144,72,2,1,2006,2007,2007,6,7,5,NietAf,172500
445,8750,1908,933,975,915,493,70,144,0,4,1,1994,1995,2008,7,7,5,Normaal,210000
446,9855,1689,1689,0,1436,480,73,0,0,3,1,1956,1956,2009,11,6,5,Normaal,127500
447,16492,1888,1888,0,1517,578,137,0,0,2,1,1966,2002,2010,6,6,6,Normaal,190000
448,11214,1886,956,930,930,431,NA,89,0,4,1,1998,1999,2006,7,7,5,Normaal,199900
449,8600,1376,780,596,780,198,50,0,0,3,1,1937,1950,2006,6,6,6,Normaal,119500
450,6000,1183,679,504,649,308,50,0,0,2,0,1948,2002,2007,6,3,7,Normaal,120000
451,5684,813,813,0,813,270,70,0,0,2,0,1930,2005,2006,6,6,8,Normaal,110000
452,70761,1533,1533,0,1533,576,62,200,0,2,2,1975,1975,2006,12,7,5,Normaal,280000
453,9303,1756,888,868,872,422,NA,144,42,3,0,1996,1997,2007,7,6,5,Normaal,204000
454,9000,1590,786,804,768,676,75,0,0,3,0,2008,2008,2009,6,8,5,Normaal,210000
455,9297,1728,1728,0,1728,560,63,0,0,4,0,1976,1976,2006,7,5,5,Familie,188000
456,9600,1242,1242,0,1242,528,80,0,320,3,1,1973,1973,2007,9,7,6,Normaal,175500
457,4571,1344,624,720,624,513,34,0,0,4,0,1916,1950,2008,5,5,5,Abnormaal,98000
458,53227,1663,1663,0,1364,529,NA,224,0,2,2,1954,1994,2008,3,4,6,Normaal,256000
459,5100,1666,833,833,588,228,NA,192,0,3,1,1925,1996,2008,6,8,7,Normaal,161000
460,7015,1203,979,224,709,352,NA,0,161,3,1,1950,1950,2009,7,5,4,Normaal,110000
461,8004,1935,832,1103,832,552,75,0,110,3,0,2009,2009,2009,12,8,5,NietAf,263435
462,7200,1135,575,560,560,576,60,256,0,3,0,1936,2007,2009,4,7,9,Normaal,155000
463,8281,864,864,0,864,360,60,0,0,3,1,1965,1965,2009,12,5,5,Normaal,62383
464,11988,1660,849,811,715,240,74,0,0,3,1,1934,1995,2008,8,6,7,Normaal,188700
465,8430,1040,1040,0,1040,0,60,0,136,3,0,1978,1978,2009,8,5,5,Normaal,124000
466,3072,1414,1414,0,1375,398,NA,144,18,2,1,2004,2004,2006,5,7,5,Normaal,178740
467,10628,1277,1277,0,1277,526,85,0,0,2,1,1970,1970,2007,4,7,5,Normaal,167000
468,9480,1644,888,756,728,312,79,168,224,3,2,1942,1995,2007,6,5,7,Normaal,146500
469,11428,1634,1634,0,1626,866,98,0,248,3,1,2006,2006,2007,5,8,5,Normaal,250000
470,9291,1710,832,878,832,506,76,144,120,3,0,1993,1993,2008,6,6,5,Normaal,187000
471,6820,1502,1502,0,1488,528,NA,0,0,1,0,1985,1985,2010,6,8,5,Normaal,212000
472,11952,1969,1161,808,808,534,92,0,0,3,1,1977,1977,2007,11,7,6,Normaal,190000
473,3675,1072,1072,0,547,525,35,0,80,2,0,2005,2005,2008,6,6,5,Normaal,148000
474,14977,1976,1976,0,1976,908,110,250,304,2,1,2006,2007,2007,7,8,5,NietAf,440000
475,5330,1652,1652,0,1494,499,41,96,0,2,0,2000,2000,2007,8,8,5,Normaal,251000
476,8480,970,970,0,970,624,80,0,0,2,0,1963,1963,2007,7,5,6,Normaal,132500
477,13125,1493,1493,0,1478,508,75,140,215,3,1,1997,1998,2008,4,6,5,Normaal,208900
478,13693,2643,2069,574,2153,694,105,414,772,3,1,2006,2006,2007,3,9,5,Normaal,380000
479,10637,1718,1718,0,1705,826,79,208,336,3,1,2007,2008,2009,9,8,5,Normaal,297000
480,5925,1131,1131,0,907,672,50,0,435,2,0,1937,2000,2007,3,4,7,Allocatie,89471
481,16033,1850,1850,0,1833,772,98,519,378,3,1,2004,2005,2006,3,9,5,Normaal,326000
482,11846,1792,1792,0,1792,874,72,206,562,2,1,2003,2004,2006,8,9,5,Normaal,374000
483,2500,1826,916,910,910,164,50,0,0,4,1,1915,2005,2009,6,7,8,Normaal,155000
484,4500,1216,1216,0,1216,402,32,0,116,2,0,1998,1998,2006,5,6,5,Normaal,164000
485,7758,999,999,0,999,264,NA,0,0,3,0,1962,2001,2007,3,5,7,Normaal,132500
486,9600,1113,1113,0,1113,264,80,0,0,3,1,1950,2007,2009,7,5,7,Normaal,147000
487,10289,1073,1073,0,1073,515,79,0,168,3,0,1965,1965,2007,6,5,7,Normaal,156000
488,12243,1484,1484,0,1484,487,70,224,0,3,1,1971,1971,2007,2,5,6,Normaal,175000
489,10800,2414,1766,648,954,520,60,142,0,3,1,1900,1970,2006,5,5,4,Normaal,160000
490,1526,630,630,0,630,286,21,0,0,1,0,1970,2002,2009,5,4,8,Normaal,86000
491,2665,1304,616,688,264,336,NA,141,0,3,1,1976,1976,2008,6,5,6,Normaal,115000
492,9490,1578,958,620,806,240,79,0,0,3,2,1941,1950,2006,8,6,7,Normaal,133000
493,15578,1456,728,728,728,429,105,0,0,3,0,2006,2006,2006,5,6,5,NietAf,172785
494,7931,1269,1269,0,1269,308,70,0,0,3,1,1960,1960,2008,6,5,6,Normaal,155000
495,5784,886,886,0,190,273,50,144,0,2,0,1938,1996,2009,12,5,8,Normaal,91300
496,7879,720,720,0,720,0,60,0,0,2,0,1920,1950,2009,11,4,5,Abnormaal,34900
497,12692,3228,3228,0,3200,546,NA,264,0,4,1,1992,1993,2007,5,8,5,Normaal,430000
498,9120,1820,1133,687,1026,240,60,0,0,4,0,1925,1950,2008,6,7,6,Normaal,184000
499,7800,899,899,0,864,288,65,64,89,3,0,1967,2004,2009,6,5,7,Normaal,130000
500,7535,912,912,0,912,297,70,12,0,2,0,1958,1985,2007,6,5,7,Normaal,120000
501,1890,1218,672,546,672,264,21,144,285,3,0,1973,1973,2007,5,6,5,Normaal,113000
502,9803,1768,866,902,866,603,75,0,0,3,0,2005,2005,2008,2,7,5,Normaal,226700
503,9170,1214,1214,0,1214,461,70,0,0,2,0,1965,1965,2007,4,5,7,Normaal,140000
504,15602,1801,1801,0,1501,484,100,0,0,1,2,1959,1997,2010,3,7,8,Normaal,289000
505,2308,1322,855,467,855,440,24,260,0,3,1,1974,1974,2009,6,6,5,Normaal,147000
506,7596,1960,960,1000,960,400,60,0,360,4,0,1952,1952,2009,7,5,5,Normaal,124500
507,9554,1911,1065,846,777,471,80,182,125,3,1,1993,1994,2006,9,8,5,Normaal,215000
508,7862,1218,1218,0,1218,676,75,0,0,2,0,2009,2009,2009,9,6,5,NietAf,208300
509,9600,1378,689,689,689,360,60,0,0,3,1,1928,2005,2008,10,7,9,Normaal,161000
510,9600,1041,1041,0,1041,270,80,224,132,3,0,1959,1959,2009,7,5,6,Normaal,124500
511,14559,1363,1363,0,1008,288,75,324,70,2,2,1951,2000,2009,6,5,7,Normaal,164900
512,6792,1368,1368,0,1368,474,40,132,94,2,1,2005,2006,2006,3,7,5,NietAf,202665
513,9100,864,864,0,864,624,70,0,0,3,0,1958,1958,2006,7,5,5,Normaal,129900
514,9187,1080,1080,0,1084,484,71,120,0,3,0,1983,1983,2007,6,6,5,Normaal,134000
515,10594,789,789,0,768,200,55,0,0,2,0,1926,1950,2007,6,5,5,Normaal,96500
516,12220,2020,2020,0,2006,900,94,156,305,3,1,2009,2009,2009,9,10,5,NietAf,402861
517,10448,2119,1378,741,689,583,NA,0,333,3,1,1972,1972,2009,8,6,6,Abnormaal,158000
518,10208,2344,1277,1067,1264,889,79,220,921,3,1,1996,1997,2009,7,7,5,Normaal,265000
519,9531,1796,882,914,794,546,NA,0,0,3,0,1998,1998,2007,5,6,5,Normaal,211000
520,10918,2080,1276,804,1276,282,53,0,0,3,2,1926,2004,2009,6,7,9,Normaal,234000
521,10800,1294,694,600,0,0,60,220,0,3,0,1900,2000,2008,8,4,7,Normaal,106250
522,11988,1244,1244,0,1244,336,90,0,0,3,2,1957,1957,2007,5,6,6,Normaal,150000
523,5000,1664,1004,660,1004,420,50,0,0,3,2,1947,1950,2006,10,6,7,Normaal,159000
524,40094,4676,3138,1538,3138,884,130,208,762,3,1,2007,2008,2007,10,10,5,NietAf,184750
525,11787,2398,1383,1015,1379,834,95,239,594,3,1,1996,1997,2007,8,7,5,Normaal,315750
526,7500,1266,1266,0,1257,453,62,38,0,3,1,2005,2005,2006,4,7,5,Normaal,176000
527,13300,928,928,0,928,252,70,261,0,2,0,1956,2000,2007,6,5,7,Normaal,132000
528,14948,2713,1476,1237,1452,858,67,126,268,3,1,2008,2008,2008,11,9,5,NietAf,446261
529,9098,605,605,0,528,0,58,0,0,2,0,1920,2002,2007,7,4,7,Normaal,86000
530,32668,2515,2515,0,2035,484,NA,0,NA,4,2,1957,1975,2007,3,6,3,Allocatie,200624
531,10200,1509,1509,0,1461,600,85,224,219,3,1,1988,1989,2008,8,6,5,Abnormaal,175000
532,6155,1362,751,611,611,502,60,0,0,3,0,1920,1999,2008,6,6,8,Normaal,128000
533,7200,827,827,0,0,392,60,0,0,2,1,1955,2007,2010,4,5,7,Normaal,107500
534,5000,334,334,0,0,0,50,0,0,1,0,1946,1950,2007,1,1,3,Normaal,39300
535,9056,1414,707,707,707,403,74,100,0,3,1,2004,2004,2006,10,8,5,Normaal,178000
536,7000,1347,820,527,1117,0,70,85,0,3,0,1910,1991,2008,1,5,7,Normaal,107500
537,8924,1724,880,844,880,527,57,120,0,3,0,1998,1999,2008,7,7,5,Normaal,188000
538,12735,864,864,0,864,576,NA,216,0,3,0,1972,1972,2008,4,4,5,Normaal,111250
539,11553,1159,1159,0,1051,336,NA,466,188,3,1,1968,1968,2006,7,5,5,Normaal,158000
540,11423,1601,1601,0,1581,670,NA,180,479,3,1,2001,2002,2010,5,8,5,Normaal,272000
541,14601,1838,1838,0,1838,765,85,270,584,2,1,2006,2006,2009,3,9,5,Normaal,315000
542,11000,2285,997,1288,969,648,NA,0,72,4,1,2000,2000,2007,6,8,5,Normaal,248000
543,10140,1680,1680,0,1650,583,78,78,0,3,1,1998,1999,2009,6,7,5,Normaal,213250
544,4058,767,767,0,723,367,34,120,182,1,0,1998,1998,2007,6,7,5,Normaal,133000
545,17104,1496,664,832,654,426,58,100,0,3,1,2006,2006,2006,9,7,5,NietAf,179665
546,13837,2183,1377,806,1204,786,NA,0,178,4,0,1988,1988,2006,2,7,5,Normaal,229000
547,8737,1635,915,720,1065,440,70,0,0,3,1,1923,1950,2007,5,6,7,Normaal,210000
